nom,Énergie_kcal_100g,Lipides_g_100g,AG_saturés_g_100g,Acide_oléique_W9_g_100g,Acide_linoléique_W6_LA_g_100g,Acide_alpha-linolénique_W3_ALA_g_100g,EPA_g_100g,DHA_g_100g,Cholestérol_mg_100g,Glucides_g_100g,Sucres_g_100g,Fibres_g_100g,Protéines_g_100g,Sel_g_100g,Calcium_mg_100g,Cuivre_mg_100g,Fer_mg_100g,Iode_µg_100g,Magnésium_mg_100g,Manganèse_mg_100g,Phosphore_mg_100g,Potassium_mg_100g,Sélénium_µg_100g,Sodium_mg_100g,Zinc_mg_100g,Rétinol_µg_100g,Beta-Carotène_µg_100g,Vitamine_D_µg_100g,Vitamine_E_mg_100g,Vitamine_K1_µg_100g,Vitamine_K2_µg_100g,Vitamine_C_mg_100g,Vitamine_B1_mg_100g,Vitamine_B2_mg_100g,Vitamine_B3_mg_100g,Vitamine_B5_mg_100g,Vitamine_B6_mg_100g,Vitamine_B9_µg_100g,Vitamine_B12_µg_100g
"Eau minérale, plate (aliment moyen)",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0019","20,5","0,0014","0,0021",0,"4,16","0,0008","0,0041","0,26","3,07","0,96","0,0077",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Échalote, crue","63,6","0,5","0,01","0,01","0,01","0,01","0,01","0,01",0,"12,2","3,3","2,6","1,81","0,013","9,5","0,07","0,12",20,"7,5","0,08",46,220,20,5,"0,2",0,5,0,"0,08","0,8",0,8,"0,036","0,01","0,2","0,19","0,1","10,2",0
"Échalote, cuite","67,02","0,5","0,0002","0,0002","0,0002","0,0002","0,0002","0,0002",0,"13,5","6,3","3,4","2,13","0,031",28,"0,11","0,34",20,14,"0,15",76,400,50,"12,5","0,32",0,10,0,"0,12","0,8",0,"2,25","0,53",0,"0,17","0,22","0,19","12,9",0
"Échalote, sautée/poêlée sans matière grasse","66,9","0,4","0,12","0,12","0,11","0,01","0,01","0,01",0,"12,3","3,8","2,9",2,"0,013",22,"0,09","0,25",20,11,"0,12",48,270,20,5,"0,27",0,"5,29",0,"0,08","0,8",0,"0,84","0,032","0,01","0,59","0,23","0,1",0,0
Éclair,"255,72","11,8","5,49","2,62","0,94","0,033","0,00042","0,015","99,7","31,6","18,9","3,9","5,78","0,23","68,4","0,066","1,18",24,11,"0,091",107,117,12,"92,5","0,48","66,5",117,1,"2,01","17,5",0,"0,3","0,12","0,27","0,8","0,49","0,059",14,"0,34"
"Écrevisse, crue","68,3","0,64","0,11",0,"0,007","0,015","0,12","0,027",131,"0,81",0,0,"14,8","0,39","53,5","0,37","1,71",68,"25,5","0,15",245,300,70,157,"1,18",11,0,"0,25","1,5",0,0,"1,7","0,056","0,056","2,1","0,57","0,48",26,"2,2"
"Écrevisse, cuite","73,5","0,7","0,17","0,1","0,072","0,04","0,054","0,021",116,"0,56","0,25",0,"16,3","0,21",73,"0,89","0,65",20,26,"0,32",150,140,50,"85,7","1,5",21,0,"0,5",0,"0,8",0,"0,5","0,01","0,05","0,36","0,21","0,028","17,7","4,87"
Edam,329,"25,5","16,9","4,75","0,25","0,13",0,0,89,0,"0,25",0,"25,5","2,22",802,"0,056","0,12","28,4","41,2","0,018",536,106,10,890,"3,09",242,11,"0,5","0,24","2,3","47,5",0,"0,037","0,39","0,082","0,28","0,076",16,"1,54"
Édulcorant à base d'extrait de stévia,238,"0,2",0,0,0,0,0,0,0,98,"0,3","0,5",0,"0,42",0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Édulcorant à l'aspartame, en pastilles",216,0,0,0,0,0,0,0,0,"69,3","6,65","2,2","6,35","0,82",0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Édulcorant à l'aspartame, en poudre","383,57","0,25",0,0,0,0,0,0,0,"94,7","9,33","0,25","0,63","0,028",0,0,0,0,0,0,0,0,0,"12,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Édulcorant à la saccharine,"360,2",0,0,0,0,0,0,0,0,"88,8",0,0,"1,25","1,07",0,0,"0,04",0,0,0,0,4,0,428,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Églefin, cru","72,3","0,35","0,098","0,029","0,0034","0,001","0,049","0,092","42,3",0,0,0,"17,3","0,16","9,23","0,1","0,28",126,"26,4","0,1",144,292,36,"65,9","0,32",2,0,"0,5","0,42","0,1",0,0,"0,04","0,04","2,64","0,11","0,32","11,3","1,07"
"Églefin, cuit à la vapeur",89,"0,6","0,1",0,0,0,"0,049","0,092",38,0,0,0,"20,9","0,18",26,"0,02","0,1",260,24,"0,01",200,370,"34,3",73,"0,5",0,0,0,"0,41",0,0,0,"0,04","0,11","4,1","0,25","0,41",9,2
"Églefin, grillé/poêlé","84,9","0,55","0,11",0,0,0,"0,051","0,11",66,0,0,0,20,"0,65",14,"0,026","0,21",0,26,"0,013",278,351,0,261,"0,4",21,0,"0,6","0,55","0,1",0,0,"0,023","0,069","4,12","0,49","0,33",13,"2,13"
Emmental ou emmenthal,373,"28,8","19,7","5,52","0,35","0,11","0,01","0,01",96,0,0,0,"27,9","0,61",898,"0,043","0,15","13,8","48,9","0,024",610,"97,1",10,245,"3,48",247,133,"0,28","0,74","6,59","5,23",0,"0,04","0,5","0,1","0,3","0,08",20,"1,5"
Emmental ou emmenthal râpé,367,"28,6","18,1","5,39","0,41","0,16",0,0,107,0,"0,25",0,"28,1","0,75",979,"0,1","1,5","21,4","38,3","0,05",635,"97,4","16,4",297,"4,4",193,0,"0,5","0,43",0,0,"0,5","0,019","0,35","0,095","0,14","0,049","33,4","2,02"
"Empereur, filet, sans peau, cru","73,5","1,5","0,3",0,0,0,0,0,0,0,0,0,15,"0,21",0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endive au jambon,"105,3","6,3","3,77","1,37","0,33","0,04","0,01","0,01","23,7","4,71","1,98","1,5","7,44","0,65","77,2","0,1","0,38","8,11","18,2","0,1",146,104,"3,13",259,"0,6","44,7",291,"0,28","0,23",0,0,"3,72","0,24","0,14","1,45","0,28","0,11","14,3","0,3"
"Endive, crue","20,2","0,5","0,01","0,01","0,01","0,01","0,01","0,01",0,"2,83","2,4","1,1","1,19","0,013",20,"0,04","0,12",20,"8,3","0,08",23,150,20,5,"0,13",0,5,0,"0,08","0,8",0,"2,12","0,067","0,01","0,21","0,15","0,026","25,6",0
"Endive, rôtie/cuite au four","23,5","0,3","0,01","0,01","0,01","0,01","0,01","0,01",0,"4,38","3,2","0,5","1,13","0,013",27,"0,07","0,23",20,10,"0,09",27,180,20,5,"0,18",0,"16,5",0,"0,08","2,09",0,"0,5","0,032","0,01","0,21","0,11","0,028","5,89",0
Entremets type Opéra,"395,16",24,"13,4","6,5","2,13","0,1","0,01","0,01","80,2","39,6","35,1","2,3","5,19","0,11",42,"0,29","3,2",20,44,"0,37",110,240,20,42,"0,76","91,5","66,7","0,25","1,21","2,22",0,"0,5","0,053","0,099","0,2","0,37","0,19","7,09","0,21"
"Épaule de porc, cuite, choix, découennée dégraissée",121,"4,5","1,4",0,0,0,0,0,48,"1,93","1,35","0,5",18,"2,33",11,"0,13","1,08",0,16,"0,03",143,292,0,950,"2,94",0,0,"0,9","0,26",0,0,0,"0,73","0,23","4,8","0,65","0,37",4,"1,11"
"Épaule de porc, cuite, standard, découennée dégraissée",123,"5,98",0,0,"0,59","0,035",0,0,0,"3,58",0,0,"13,7","3,62",0,0,0,0,0,0,155,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Épeautre, cru",344,"2,43","0,41",0,0,"0,065",0,0,0,"59,5","6,68","10,7","14,6","0,02",27,"0,51","4,44",0,136,"2,98",401,388,0,8,"3,28",0,5,0,"0,79","3,6",0,0,"0,36","0,11","6,84","1,07","0,23",45,0
"Éperlan, cru","85,4","1,7","0,27",0,0,0,"0,18","0,35",71,0,0,0,"17,5","0,39",0,0,0,67,24,0,245,357,0,156,0,0,0,0,0,0,0,0,0,"0,12","1,45","0,64",0,37,"3,44"
Epice (aliment moyen),346,"10,4","4,84","2,36","1,55","0,59","0,0039","0,0039",0,"37,7","2,14","25,9","12,3","0,048",450,"0,97",17,"9,75",189,"13,1",186,1430,"8,86","19,2","1,44",0,576,"0,096","2,99",118,0,"2,61","0,15","0,064","1,05","1,77","0,29","30,2",0
"Épinard, appertisé, égoutté","19,46","0,5","0,081",0,0,0,0,0,0,"0,93","0,4","2,4","2,81","0,81",127,"0,18","2,3","2,79",76,"0,6",44,346,"1,35",322,"0,46",0,5880,0,"1,25",462,0,"14,3","0,016","0,14","0,39","0,047","0,1",98,0
"Épinard, bouilli/cuit à l'eau","28,1","0,7","0,13","0,07","0,07","0,37","0,01","0,01",0,"0,85",0,"3,5","3,38","0,03",240,"0,14","1,3",20,30,"0,81",30,160,20,12,"0,79",0,6680,0,"3,98","38,1",0,"0,5","0,015","0,053","0,1","0,15","0,038","62,7",0
"Épinard, cru","23,98","0,5","0,064","0,021","0,045","0,22",0,0,0,"2,25","0,32","2,37","2,62","0,17",114,"0,1","3,61","3,4","52,5","1,3","45,2",504,"0,1","66,7","0,82",0,5630,0,"2,47",521,0,"41,1","0,087","0,21","0,71","0,18","0,21",207,0
"Épinard, cuit","16,06","0,14","0,043",0,0,0,0,0,0,"0,5","0,47","2,7","3,2","0,069",140,"0,1","2,14",10,"54,4","0,43",40,396,10,"27,6","0,65",0,1610,0,"2,4",494,0,"2,1","0,05","0,1","0,24","0,05","0,06",125,0
"Épinard, jeunes pousses pour salades, cru","18,3","0,4","0,09","0,06","0,04","0,17","0,01","0,01",0,"0,85",0,"2,4","2,06","0,063",110,"0,08","1,8",60,44,"0,62",32,580,20,25,"0,43",0,2810,"0,25","0,56","75,5",0,"6,04","0,041","0,057","0,26","0,2","0,15","78,6",0
"Épinard, purée","55,4","2,2","1,2",0,0,0,0,0,0,"5,2","1,2","2,2","3,7","0,72",0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
"Épinard, surgelé, cru","19,45","0,49","0,075","0,019","0,035","0,16",0,0,0,"0,89","0,6","2,7","2,87","0,098",159,"0,12","2,28","3,4","50,5","0,53","47,7",398,"0,1","46,5","0,49",0,7040,0,"2,9",356,0,"21,4","0,093","0,2","0,51","0,11","0,18",183,0
"Épinard, surgelé, cuit","25,91","0,87","0,16",0,0,0,0,0,0,"0,51","0,51","3,7","4,01","0,24",153,"0,16","1,96",0,82,"0,72",50,302,0,97,"0,49",0,7240,0,"3,54",541,0,"2,2","0,078","0,18","0,44","0,075","0,14",121,0
"Épinards à la crème, préemballés","52,5","2,9","1,82","0,57","0,08","0,1","0,01","0,01",0,"4,1","1,19","1,9","2,5","0,72",0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Époisses,290,"24,5","17,1",0,"0,37","0,11","0,023","0,023","80,5",0,"0,03",0,"17,8","1,76",120,"0,02","0,21",21,10,"0,01",220,140,20,702,"0,5",210,0,"0,25","0,64","1,73",0,0,"0,021","1,24","0,57","1,1","0,18",0,"1,7"
"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",247,"13,1","3,02","5,32","3,34","0,35","0,01","0,01","11,1","15,1","2,05","3,28","15,2","1,5",170,"0,19","1,3",20,40,"0,46",190,320,20,601,"1,3","24,4",27,"0,25","3,35","7,45",0,"0,5","0,074","0,11","0,26","0,35","0,045","31,5","0,33"
Escalope végétale ou steak à base de soja,"229,1","14,7","0,65","4,97","4,35","0,24","0,0059","0,0059","3,16","8,7","2,3","8,8","15,5","1,75",160,"0,28","2,3",20,81,"0,94",230,380,50,700,"1,3",21,24,"0,5","0,2","9,26",0,2,"0,13","0,06","0,65","0,34","0,08","54,6","0,4"
"Escargot en sauce au beurre persillé, préemballé, cuit",277,"23,7","14,8","4,44","0,41","0,11","0,021","0,011",225,"2,26","1,02","1,69","12,9","1,66",0,"2,3","2,5",20,35,"0,34",150,89,50,665,"1,2",131,0,"0,5",0,"10,4",0,0,"0,065","0,04","0,2","0,25","0,069","14,1","0,26"
"Escargot, cru","77,9","0,92","0,19","0,11","0,12","0,016","0,12",0,"57,5","1,29",0,0,"16,1","0,35",90,"2,8","2,6",6,"48,3","1,2",157,35,0,138,"1,17",30,0,"0,5",5,"0,1",0,15,"0,02","0,12","1,7",0,"0,028","8,5","0,92"
"Escargot, sans matière grasse ajoutée, cuit",80,"1,4","0,31","0,23","0,24","0,04","0,035","0,01",0,"0,23","0,3",0,"16,6","0,27",0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Espadon, cru",130,"5,97",0,"2,06","0,011","0,016","0,37","0,37","51,4",0,0,0,"18,9","0,28","12,1","0,035","0,65",40,"33,6","0,017",289,362,"52,7",112,"0,79",191,0,"12,5","0,5","0,1",0,"0,5","0,089","0,11","7,38","0,39","0,47",2,"2,46"
"Espadon, rôti/cuit au four",266,"16,9","1,51",0,0,0,"0,2","1,31",129,0,0,0,"28,7","0,18","5,5","0,046","0,53","9,3","34,1","0,021",200,475,122,"73,4","0,78",43,0,"16,6","7,2","0,1",0,0,"0,047","0,13","9,8","0,46","0,62",2,"2,91"
"Estragon, frais",44,0,"0,6",0,0,0,0,0,0,"4,1","1,2","6,2","3,8","0,025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esturgeon, cru",123,"5,84","1,34","1,8",0,"0,046","0,28","0,093",63,0,0,0,"17,7","0,12","15,6","0,041","0,62",0,"40,9","0,025",225,307,0,"49,2","0,63",210,0,"10,3","0,5","0,1",0,0,"0,07","0,07","6,96","0,76","0,32",15,"1,74"
"Faisan, viande et peau, cru",164,"7,95","3,32","2,88","0,76","0,093",0,0,71,0,0,0,"23,2","0,09",15,"0,065","1,58",8,20,"0,017",214,243,0,36,"0,96",73,0,0,0,0,0,"5,3","0,072","0,14","6,43","0,93","0,66",6,"0,77"
"Faisan, viande, cru",127,"3,78","1,29","1,04","0,57","0,085",0,0,"67,4",0,0,0,"23,3","0,094","14,8","0,071","1,22",8,"20,1","0,017",231,261,14,"37,6",1,"52,3",0,0,0,0,0,"5,91","0,076","0,15","6,56","0,96","0,73","6,25","0,83"
"Faisan, viande, rôtie/cuite au four",239,"12,1","3,91",0,0,0,0,0,89,0,0,0,"32,4","0,11",16,"0,084","1,43",4,22,0,242,271,0,43,"1,37",57,0,"0,2","0,27","4,9",0,"2,3","0,07","0,18","7,53",0,"0,75",5,"0,72"
Faisselle au coulis de fruits,"93,28",5,"3,4",0,0,0,0,0,0,"8,5","8,5",0,"3,57","0,077",0,0,0,0,0,0,0,0,0,"30,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faisselle, 0% MG","35,64",0,0,0,0,0,0,0,"4,91","4,44","3,99",0,"4,47","0,11",124,0,0,0,0,0,"98,2",151,0,"42,5",0,0,0,0,0,0,0,0,0,"0,15",0,0,0,0,"0,39"
"Faisselle, 6% MG environ","84,2","5,5","3,74","0,96","0,08","0,03","0,01","0,02","18,2","3,57","3,57",0,"4,47","0,088",130,"0,01","0,05",20,11,"0,01",110,150,20,35,"0,44","62,9",30,"0,25","0,13","0,8",0,"0,5","0,015","0,12","0,17","0,43","0,024","9,22","0,33"
Fajitas,158,"4,5","1,96","1,3","0,59","0,11","0,0086","0,0021","30,6",16,"2,2","1,4","12,7","0,89",77,"0,06","0,55",20,23,"0,14",210,280,50,357,"0,66",21,385,"0,5","0,93","3,17",0,"19,6","0,12","0,06","3,48","0,57","0,24","23,4","0,42"
"Falafel ou Boulette de pois0chiche et/ou fève, frite",252,"14,4","1,5","6,18","5,7","0,12","0,01","0,01","1,95","18,7","1,4","7,7","8,25","1,6",57,"0,3","2,1",20,51,"0,93",180,390,20,640,"1,3",0,35,"0,25","6,9",10,0,"0,5","0,047","0,01","0,1","0,43","0,17",105,0
"Falafel ou Boulette de pois0chiche et/ou fève, préemballé",211,"10,8","1,28","5,47","3,21","0,11","0,01","0,01",0,"17,7","3,57",6,"7,38","0,87",57,"0,24","1,6",20,40,"0,77",99,340,20,347,1,0,"43,8","0,25","4,04","23,6",0,"0,5","0,15","0,044","0,43","0,36","0,082","57,3",0
Far aux pruneaux,"220,52",8,"4,79","1,86","0,37","0,06","0,01","0,01","68,4",32,"21,5","3,4","5,13","0,23",71,"0,08","0,45",20,16,"0,13",85,230,20,93,"0,45","70,2","33,1","0,25","1,15","27,5",0,"0,5","0,031","0,19","0,1","0,53","0,042","34,5","0,3"
"Farce porc et boeuf, crue",309,"26,5",0,0,0,0,0,0,0,"4,4",0,"2,6","11,8",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farine d'épeautre (grand épeautre),352,3,"0,5","0,65","1,51","0,08","0,01","0,01",0,64,"1,3","9,3","11,4","0,13",31,"0,42",3,20,92,"2,5",340,360,20,5,"2,8",0,0,"0,25",0,"2,87",0,"0,5","0,29","0,01","0,64","0,71","0,21","59,3",0
Farine d'orge,339,"2,3","0,43","0,23","0,97","0,1",0,0,0,"64,5","0,8","8,85","9,91","0,0081","27,5","0,45","3,59",5,"92,5","1,32",298,335,1,"3,25","2,4",0,0,0,"0,41","2,2",0,0,"0,35","0,11","5,98","0,15","0,36",8,0
Farine de blé tendre ou froment avec levure incorporée,350,1,"0,5",0,0,0,0,0,0,74,"2,5","2,5","9,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farine de blé tendre ou froment T110,343,"1,5","0,27","0,26","0,82","0,06","0,01","0,01",0,"68,6","1,6","6,8","9,61","0,13",27,"0,28","2,2",20,73,"2,2",220,280,20,5,"1,9",0,5,"0,25","0,79","0,8",0,"0,5","0,26","0,01","0,1","0,48","0,11","25,7",0
Farine de blé tendre ou froment T150,342,"1,52","0,22","0,17","0,61","0,04",0,0,0,"64,9","1,77","10,2","11,4","0,035","31,9","0,35","2,7",0,"85,1","2,7",323,407,0,14,"2,5",0,0,0,"1,04",0,0,"0,5","0,34","0,11","3,48","1,02","0,26","52,4",0
Farine de blé tendre ou froment T45 (pour pâtisserie),356,"0,82","0,13","0,072","0,28","0,012",0,0,0,"75,9","0,41","2,5","9,06","0,098","17,4","0,13","1,18",5,25,"0,51",117,155,"2,76",39,"0,76",0,0,0,"0,43",0,0,0,"0,12","0,031","0,89","0,84","0,06",18,0
Farine de blé tendre ou froment T55 (pour pains),350,1,"0,19","0,15","0,58","0,04","0,01","0,01",0,"73,7","1,5","3,2","9,03","0,13",23,"0,14",1,20,27,"0,64",110,180,20,5,"0,81",0,1,"0,25","0,4","0,8",0,"0,5","0,15","0,01","0,1","0,56","0,054","15,4",0
Farine de blé tendre ou froment T65,346,1,0,0,0,0,0,0,0,"67,6","1,5","3,5","13,6","0,03","25,3","0,46","1,31",0,"30,4","0,8",124,176,"4,4",12,"0,8",0,0,0,"0,5",0,0,0,"0,19","0,05","1,46","0,5","0,08","18,3",0
Farine de blé tendre ou froment T80,355,"1,18","0,17","0,11","0,45","0,026",0,0,0,"73,2","1,77","4,2","9,95",0,"25,4","0,2","1,5",0,"45,6","1,2",153,206,0,"2,72","1,3",0,0,0,"0,79",0,0,"0,5","0,26","0,06","1,5","0,5","0,13","53,8",0
Farine de châtaigne,"335,23","3,43","0,52","0,97","1,03","0,12",0,0,0,"70,4",0,"12,6","5,69",0,"61,6","0,5","0,1",0,"67,9","3,2",0,0,0,0,"1,1",0,0,0,0,0,0,16,0,0,"2,1","1,53","0,58",215,0
Farine de maïs,361,"2,1","0,27","0,48","0,91","0,032",0,0,0,"78,1","0,64","2,55","6,23","0,0025",4,"0,14","1,01","0,6","32,5","0,056","79,5",105,"3,2",1,"0,44",0,97,0,"0,63","0,3",0,0,"0,2","0,084","4,18","0,052","0,21",34,0
Farine de millet,350,"4,1","0,76","0,95","2,01","0,05","0,01","0,01",0,"63,2","0,5","9,7","10,2","0,13",12,"0,6","3,8",20,140,"0,97",360,280,20,5,"3,1",0,0,"0,25","0,11","2,93",0,"0,5","0,45","0,043","0,1","0,74","0,25","54,5",0
Farine de pois chiche,359,"6,69","0,69",0,0,0,0,0,0,47,"10,9","10,8","22,4","0,16",45,"0,91","4,86",0,166,"1,6",318,846,0,64,"2,81",0,25,0,"0,83","9,1",0,0,"0,49","0,11","1,76","0,61","0,49",437,0
"Farine de pulpe de patate douce, prélevée à la Martinique","200,4",0,0,0,0,0,0,0,0,"50,1","0,018","11,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0
Farine de riz,357,"2,5","0,46","0,94","0,88","0,04","0,01","0,01",0,"73,9","0,9","3,3","7,62","0,13","9,5","0,18","0,79",20,110,"2,3",300,270,20,5,"1,4",0,0,"0,25","0,66","1,78",0,"0,5","0,33","0,01","0,1","0,97","0,13","25,1",0
Farine de sarrasin,348,"2,19","0,33","0,48","0,64","0,024",0,"0,005",0,"68,4","0,03","4,2","11,5","0,042","23,8","0,5","2,5",0,157,"1,3",264,389,"4,9","16,8","2,3",0,0,0,"0,32",7,0,"0,5","0,38","0,15","4,75","1,45","0,46","66,8",0
Farine de seigle T130,344,"1,12","0,22","0,19","0,65","0,044",0,0,0,"70,9","1,1","9,5","7,24","0,0061","23,8","0,3","1,8",0,"64,6","1,8",208,344,"2,5","2,45","1,9",0,0,0,"1,01","5,9",0,"0,5","0,31","0,098","0,77","0,45","0,2","50,3",0
Farine de seigle T170,315,"2,22","0,27",0,0,0,0,0,0,"44,8","2,31","23,8","15,9","0,005",37,"0,56","4,97","4,6",160,"6,06",499,717,0,2,"5,04",0,7,0,"2,73","5,9",0,0,"0,32","0,25","4,27","1,46","0,44",33,0
Farine de seigle T85,344,"1,37","0,15",0,0,0,0,0,0,"70,7","0,93","7,15","8,12","0,0051","15,5","0,19",1,0,29,"0,93",125,214,0,"2,05","1,11",0,0,0,"0,56","5,9",0,0,"0,28","0,07","0,8","0,52","0,23",23,0
Farine de soja,460,"21,4","3,04","4,98","10,6","1,51",0,0,0,"22,9","7,5",10,"35,8","0,019",178,"2,26","5,19","0,5",335,"2,29",527,2230,11,"7,5","4,46",0,72,0,"11,5",135,0,0,"0,67","0,74","3,16","1,7","0,52",573,0
Fécule de pomme de terre,348,"0,2","0,039","0,006","0,048","0,064",0,0,0,"86,3",0,"0,55",0,"0,0094","27,5","0,1","0,84","0,48",6,"0,1","35,6","33,5","0,4","3,75","0,16",0,0,0,0,0,0,0,"0,0055","0,005","0,12",0,"0,01",82,0
"Feijoa, pulpe, crue","39,42","0,42","0,1","0,056","0,11","0,029",0,0,0,"8,2","8,2","6,4","0,71","0,0075",17,"0,036","0,14",0,9,"0,084",19,172,0,3,"0,06",0,2,0,"0,16","3,5",0,"32,9","0,006","0,018","0,3","0,23","0,067",23,0
"Fenouil, bouilli/cuit à l'eau","8,62","0,1","0,039","0,0021","0,03","0,0041",0,0,0,"0,8","0,5",2,"1,13","0,15",43,"0,16","0,2",10,"10,2","0,14","17,3",270,"3,6","58,1","0,18",0,14,0,"0,32",0,0,"1,6","0,024","0,04","0,36","0,15","0,12","31,8",0
"Fenouil, cru","21,8","0,5","0,01","0,01","0,01","0,01","0,01","0,01",0,"2,63","2,2","2,6",1,"0,055",37,"0,08","0,2",20,11,"0,1",28,320,20,22,"0,19",0,"8,01",0,"0,08","62,8",0,"2,57","0,015","0,01","0,1","0,22","0,05","19,6",0
"Fenouil, cuit à l'étouffée","13,7","0,3","0,01","0,01","0,01","0,01","0,01","0,01",0,"1,94","1,3","1,8","0,5","0,028",37,"0,04","0,12",20,"6,7","0,07",16,210,20,11,"0,08",0,12,0,"0,08","0,8",0,"0,5","0,015","0,01","0,12","0,11","0,019","16,8",0
"Fenouil, graine",326,"14,9","0,48","9,91","1,69",0,0,0,0,"12,5","12,5","39,8","15,7","0,22",1200,"1,07","18,5",0,385,"6,53",487,1690,0,88,"3,7",0,81,0,"2,72",0,0,21,"0,41","0,35","6,05",0,"0,47",0,0
"Fenugrec, graine",350,"6,41","1,46",0,0,0,0,0,0,"33,8","8,7","24,6","27,1","0,17",176,"1,11","33,5",0,191,"1,23",296,770,0,67,"2,5",0,0,0,0,0,0,3,"0,32","0,37","1,64",0,"0,6",57,0
Feta AOP,285,"24,3","16,8","4,46","0,56","0,16","0,01","0,01","65,2","0,65",0,0,"15,1","2,27",220,"0,04","0,08",80,12,"0,02",190,66,20,908,"1,2",215,0,"0,25","0,4","4,22",0,0,"0,016","0,27","0,18","0,18","0,01","18,9","0,53"
"Feuille de brick, cuite à sec sans matière grasse",378,"1,76","0,28","0,39","0,92",0,0,0,0,"82,4",0,3,"6,16",0,110,0,"1,1","17,5","23,7",1,97,175,5,0,"3,18",0,50,0,"0,1",0,0,0,"0,09","0,05","1,7","0,42","0,08","12,4",0
"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",150,"6,5","0,85","2,01","3,07","0,17","0,01","0,01",0,"18,6","0,8","2,6","2,5","1,34",70,"0,15","1,1",20,14,"0,39",42,110,20,534,"0,36",0,685,"0,25","2,48","64,7",0,"0,5","0,018","0,01","0,1","0,12","0,042","19,9",0
Feuilleté au poisson et / ou fruits de mer,255,13,"9,7","1,82","0,62","0,18","0,03","0,03","59,2","26,5","4,3","2,9","6,55","1,02","39,4","0,1","0,4",50,"20,4","0,2",66,212,13,406,"0,42",86,280,"2,5","1,38",0,0,0,"0,087","0,069","2,9","0,35","0,22",16,"0,77"
"Feuilleté aux escargots, préemballé",321,"22,1","13,2",0,0,0,0,0,0,"23,1","1,09","1,74","6,69","1,17",0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feuilleté ou Friand à la viande, préemballé",348,"22,6","10,6","7,22","1,95","0,18","0,00087","0,0022","70,7","25,9","1,17","1,63","9,59","1,55","15,6","0,09","1,65","7,1","18,6","0,16","38,8",199,"5,63",610,"1,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feuilleté ou Friand au fromage,302,"17,1","10,2","4,33","0,93","0,09","0,01","0,01","16,7","28,1","3,86","1,3","8,25","1,58",119,"0,11","1,4","10,4","14,9","0,22",172,139,"1,4",632,"0,54",166,80,"0,82","1,38",0,0,"0,3","0,07","0,14","0,63","0,25","0,06",7,"0,5"
Feuilleté ou Friand jambon fromage,290,"16,7","10,8","3,29","0,56","0,09","0,0087","0,01","23,6","25,7","3,65","1,9","8,46","1,29",115,"0,075","0,43","11,5","14,6","0,17",114,126,"2,29",512,"0,77",131,"73,7","1,05","2,1",0,0,"0,95","0,099","0,1","0,78","0,29","0,078","7,29","0,29"
Feuilleté salé (aliment moyen),301,"17,8","10,1","4,61","1,1","0,13","0,0073","0,0071","39,1","26,1","3,03","1,65","8,39","1,43","93,4","0,093","1,25","13,5","16,9","0,19",112,171,"4,25",574,"0,93",146,116,"1,16","1,49",0,0,"0,34","0,078","0,12","1,07","0,27","0,092","7,23","0,52"
"Fève à écosser, fraîche","49,87","0,67","0,13",0,0,0,0,0,0,"4,2","0,37","5,85","6,76","0,094","29,5","0,24","1,73",0,"35,5","0,49",112,291,"0,6","37,5","0,79",0,196,0,"1,16","40,9",0,"18,4","0,15","0,2","1,87","0,16","0,071",122,0
"Fève, bouillie/cuite à l'eau","82,9","0,8","0,16","0,08","0,45","0,04","0,01","0,01",0,"9,35","0,4","3,1","8,06","0,025",37,"0,31","1,5",20,37,"0,31",160,200,20,10,1,0,206,0,"0,28","5,52",0,"0,5","0,043","0,064","0,69","0,12","0,037","65,3",0
